Title,body,manual
Community Director,QR Code Link to This Post Community Director Job no 530071Work type Officer of AdministrationLocation Eugene ORCategories Administrative Professional Student Life Services Planning Project Management Diversity Equity and InclusionDepartment University HousingAppointment Type and Duration Regular OngoingSalary 42 000 45 242 per yearCompensation Band OS OA03 Fiscal Year 2022 2023FTE 1 0Application Review Begins immediately to ensure consideration apply by September 5 2022 open until filledSpecial Instructions to Applicants For full consideration please include 1 A current resume 2 A cover letter that demonstrates how your skills and experience meet the minimum and preferred qualifications for the position and3 Names and contacts for three professional references Department Summary Living on campus adds tremendous value for students and the University Students who live on campus their first year have higher grades are retained at the University of Oregon at higher rates graduate at higher rates and graduate more quickly University Housing a department within the Division of Student Services and Enrollment Management is committed to support student success by cultivating inclusive communities Our goal is to provide a robust living experience through accessible and affordable state of the art housing dining social and academic programs for the entire student body to develop community leaders innovators and change makers who will enrich the future We value equity and inclusion responsibility and integrity innovation and learning and safety and security University Housing staff work hard to incorporate these values into daily work and practices to ensure an excellent UO experience University Housing units include Business Services Operations Dining Services Facilities Services Promotions Student Recruitment and Residence Life University Housing is a 88 Million educational and business department that is a self sustaining self liquidating agency of the University receives no tuition or tax support for its operating budget Position Summary Community Directors CDs play a leading role in the creation and implementation of student learning and academic environments within the residence hall communities The CD position is an essential services live in professional staff member whose primary role includes supervising student leaders Resident Assistants and Resident Assistant Coordinator and providing residents with opportunities for personal and community development through the residential curriculum learning goals that cultivate crucial life skills including knowledge of personal identity and cultural competence strategies for supporting health and wellness responsibility to oneself and the community and integration of academic learning into other realms of life In collaboration with other staff in University Housing the Division of Student Services and Enrollment Management and other campus partners CDs will implement initiatives for student learning and development diversity and social justice crisis management conduct and community standards academic initiatives and administration The CD is responsible for responding to concerns and issues within the community in order to uphold safety and security CDs exercise a significant amount of independent judgment and discretion Minimum Requirements Master s degree or Bachelor s degree plus two years of full time experience in residence life One year experience with direct supervision of student staff or student leaders One year experience with emergency response and or crisis management Professional Competencies Commitment to social justice Investment and engagement in self education around identity intersectionality power privilege and oppression Understanding of living learning communities and or academic residential programs Preferred Qualifications Additional year of professional work experience in residence life Experience serving traditionally underrepresented and underserved students Experience teaching educating or facilitating learning environments for students Experience leading and or participating in student staff recruitment Experience adjudicating student conduct Experience with creating and conducting assessment Experience collaborating with faculty in co curricular settings Experience advising student leaders and or organizationsFLSA Exempt YesAll offers of employment are contingent upon successful completion of a background inquiry University of Oregon students and employees are required to be fully vaccinated against COVID 19 For additional information see https coronavirus uoregon edu vaccine The University of Oregon is proud to offer a robust benefits package to eligible employees including health insurance retirement plans and paid time off For more information about benefits visit http hr uoregon edu careers about benefits The University of Oregon is an equal opportunity affirmative action institution committed to cultural diversity and compliance with the ADA The University encourages all qualified individuals to apply and does not discriminate on the basis of any protected status including veteran and disability status The University is committed to providing reasonable accommodations to applicants and employees with disabilities To request an accommodation in connection with the application process please contact us at uocareers uoregon edu or 541 346 5112 UO prohibits discrimination on the basis of race color sex national or ethnic origin age religion marital status disability veteran status sexual orientation gender identity and gender expression in all programs activities and employment practices as required by Title IX other applicable laws and policies Retaliation is prohibited by UO policy Questions may be referred to the Title IX Coordinator Office of Civil Rights Compliance or to the Office for Civil Rights Contact information related policies and complaint procedures are listed on the statement of non discrimination In compliance with federal law the University of Oregon prepares an annual report on campus security and fire safety programs and services The Annual Campus Security and Fire Safety Report is available online at https clery uoregon edu annual campus security and fire safety report To apply visit https careers uoregon edu en us job 530071 community director Copyright 2022 Jobelephant com Inc All rights reserved Posted by the FREE value added recruitment advertising agency jeid 55534faa92122945b59b2b0ad1fa3b5f,0
Toddler Teacher and Float/Sub Needed,QR Code Link to This Post Toddler Teacher Needed KinderSpirit is looking for an experienced at least one year toddler teacher to join our small community We have a small 2 s class The Meadow room with a small group size 5 total Our toddlers are sweet and love to have fun playing with our open ended toys and creative environment We are seeking someone who LOVES hanging with the toddies Please join us and see how different toddlers behave when they are a small group Large group size breeds competition and unpopular behavior When toddlers are in a small group the need to compete for resources the teachers attention toys etc isn t there anymore and they can just have fun and relax as can the teacher If you are interested in joining our creative collaborative community of teachers parents and children please send us your resume We offer competitive pay 5 weeks paid time off when the school is closed a collaborate creative work environment with a good work life balance We are only open 8 hours a day from 8 30 4 30 Mon Fri We are seeking a sub and floater also in our preschool class ages 3 5 and a small group size 14 kids with 2 teachers Check out our website and see if working with the teachers at KinderSpirit is for you ,1
English teacher Needed immediately,QR Code Link to This Post Goodtime Chinese School needs a preschool English teacher and an after school English teacher immediately The English teachers don t need to speak Mandarin Please check our school website www goodtimechineseschool org and the following Oregonian Report https www oregonlive com education 2022 10 oregons largest mandarin preschool chinese immigrants preserve culture through early education html Please let me know if you have any questions ,1
Full Time Swim Instructor & Lifeguard at NonProfit Community Center,QR Code Link to This Post Reports To Aquatics Program Manager Starting Wage 17 hr Benefits Full Time 34 40 hrs week Non Exempt Mon Fri from 10am 6pm About the Northeast Community Center The NECC is an independent non profit community center and treasured neighborhood anchor in NE Portland Located in the former NE Family YMCA facility the NECC is a thriving hub that offers recreation aquatics fitness wellness and enrichment programs and activities for all ages Valued by staff and participants for its welcoming intergenerational environment the NECC strives to strengthen the fabric of our community by providing opportunities to stay active socially connected and physical mentally healthy At the NECC we respect value and welcome diversity in our staff participants and in the community we serve We strive to hire staff that share these values and who are interested in learning how to best serve and support everyone in the community We value the life experiences of BIPOC LGBTQ2S and other persons identifying as a member of a marginalized community Job Overview Working year round in our warm water indoor pool NECC Aquatics Staff aim to provide a fun and safe environment to swim learn and enjoy a variety of aquatics activities Our instructors teach swimming skills and water safety to children in a non competitive recreational program using the Red Cross Learn to Swim curriculum We aim to apply an equity lens to all parts of our organization and ensure that we are providing inclusive programming for individuals who are from low income families who are BIPOC who are gender diverse or expansive and are neuro diverse The NECC considers staff wellbeing and safety to be a pivotal part of our work culture and organization mission With this position we hope to address the often unstable nature of the aquatics field by offering a year round full time role that includes health insurance We are looking for someone with a passion for aquatics who is able to work cooperatively as part of a team attentive and engaged with their students and able to incorporate diverse and fun activities into effective lessons This position is perfect for someone who enjoys working with people of all ages and wants to make a difference in their community Position Requirements Experience teaching youth A basic understanding of swim technique be an Intermediate Swimmer and able to swim Freestyle Backstroke Breaststroke and have an understanding of how to swim Butterfly The person in this position must be at least 16 years old and able to acquire a Lifeguard certificate If you aren t certified but seem like a good fit for the role the NECC will pay for your training Able to effectively work with and give instruction to community members of all ages and backgrounds in a welcoming and attentive manner Have an understanding of or be ready to learn about racism and its impact on swimming Understanding of implicit bias and microaggressions Demonstrate awareness of others social identities e g race gender disability status religion etc and understands their relevance in the workplace and NECC programs and activities Preferred but not required Current Lifeguard Certification Water Safety Instructor WSI Certification Bilingual Life experience as a member of a community impacted by racism in swimming Compensation Benefits Starting hourly wage 17 Medical dental vision and alternative care insurance 90 of premium employer paid available after 30 day waiting period Earned sick leave vacation holiday pay specific dates NECC Employee Membership Position Details Full Time Position Monday to Friday approximately 10 00am 6 00pm In an effort to keep staff and participants safe during the ongoing pandemic all lessons are currently taught from the deck by directing parents or caregivers on how to assist students in the water or by giving direction to intermediate and advanced swimmers without entering the water 100 of staff at the Northeast Community Center have received the Covid 19 vaccine The person applying for this position will be required to be vaccinated If selected candidates will need to submit to a background check Prior involvement with the justice system will not immediately disqualify a candidate The person in this position needs to be able to move throughout the building ascend descend two flights of stairs physically manage a group of children observe participants up to 20 yards away move around the pool and through narrow areas of the pool deck position and remove a backboard from the pool quickly enter and exit the pool to assist participants as needed communicate with participants or parents in person by phone or by email Unfortunately our building is not currently ADA accessible To Apply Submit the following to jobs necommunitycenter org Your resume or a description of your qualifications as it relates to the position Timeline Applications are accepted and interviews scheduled on a rolling basis We are interested in hiring immediately so we encourage you to submit your application as soon as possible to be considered for the position ,1
Lead Teaching Artist,QR Code Link to This Post JOB TITLE Lead Teaching Artist REPORTS TO Education Director Outreach Manager PAY 22 00 25 00 hr for teaching direct supervision of students 14 75 hr for prep and meetings part time non exempt OVERVIEW Northwest Children s Theater and School NWCT seeks experienced and energetic teaching artists from diverse backgrounds to lead in person theater classes and camps Applicants should have practical experience teaching creative drama acting musical theater improvisation devising and or choreography to youth ages 4 18 in camps classrooms theater schools or after school settings Weekends Saturdays and or Sundays 10 00 AM 4 30 PM 1 6 hrs day and or Weekdays Mondays Fridays 1 5 days week 2 00 PM 5 30 PM 1 3 hrs day DUTIES AND RESPONSIBILITIES Inspire youth to create play and develop confidence and a sense of community through theater Develop and implement thoughtful creative and flexible content based on the theme subject of class teaching skills through games and activities Implement classroom management strategies to establish a welcoming learning environment where students feel a sense of agency and belonging Address the learning needs of diverse student populations Lead students through the process of creating a final demo performance for family and friends Mentor Assistant Teachers Travel to various class locations throughout the Portland Metro Area This position requires travel to satellite locations in the Portland Metro Area including but not limited to schools in Portland Public Reynolds and Beaverton School Districts DESIRABLE PERSONAL VALUES Passion for youth arts education and an understanding of the transformative role the performing arts can play in youths lives Dedication to empowering students to share their voice and perspectives Commitment to diversity equity inclusion and anti racism Engages in active listening and is sensitive to the needs of others Works with a deep sense of play and celebrates joy within the process and product Flexible fun responsible patient creative and self motivated REQUIRED SKILLS QUALIFICATIONS Experience working with young people in camp classrooms theater schools or after school settings Experience in theater performance acting musical theater improvisation choreography Shakespeare performance and text directing etc and or creative drama devising creative play theater games imaginative world building etc Willingness to adapt to NWCT teaching techniques and approaches Ability to anticipate solutions to problems and exercise good judgment in emergency situations and when working with varied personalities and cultures Flexibility to change approach or teaching methods to best fit the situation Understanding of the developmental needs of youth Works well in a team environment with minimal supervision First Aid and CPR certification is a plus English Spanish bilingual is a plus Background checks required PHYSICAL REQUIREMENTS AND EXPECTATIONS Able to lift 30 pounds Reasonable accommodations will be made for persons with disabilities Must be flexible working in a fast paced nonprofit environment Willing to use personal equipment such as a cell phone and laptop tablet when working remotely Reliable transportation or comfort navigating public transit to travel to locations in the Portland Metro Area including but not limited to schools in Portland Public Reynolds and Beaverton School Districts Candidates are hired on a rolling basis The final deadline for applications is Dec 2 2022 Submit a letter of interest and resume to hiring nwcts org Submit documents in PDF format only ,1
"Hiring teacher for our infant, wobbler, and toddler classrooms",QR Code Link to This Post Rising Stars Child Development Center is hiring for our infant wobbler and toddler classrooms All applicants must have teaching experience in a certified center This is for a full time position we are looking for a fun energetic and team oriented employees who desire to become part of our extended family at Rising Stars CDC We look forward to hearing from you ,1
PT Warehouse and Operations Assistant *$20-22/HR*,QR Code Link to This Post Warehouse and Operations Assistant STAR Autism Support is looking for a Warehouse and Operations Assistant to provide warehouse and operations support to our Office team We have a lot of moving parts at STAR and the Warehouse and Operations Assistant will play an important role in keeping things running smoothly We are looking for a resourceful self starter who is a team player someone who likes a diverse workload and can manage multiple tasks at a time Schedule Part Time between 15 20 hours per week Location Beaverton OR FLSA Status Non Exempt Hourly Reports To Office Manager Pay Range 20 22 Hour Click Here to apply today Key Responsibilities Warehouse support includes assisting with product assembly offloading large product orders laminating and printing documents sorting toys and compiling boxed kits to be shipped Completes prep work and follow up tasks for workshops conferences and trade shows Responsible for overall organization of the warehouse including cleaning sweeping lifting and keeping inventory of supplies Performs miscellaneous tasks to ensure smooth operations within STAR Required Skills Strong attention to detail Strong organizational skills to manage multiple ongoing projects at any given time Strong time management skills and ability to prioritize tasks Self motivated and can work both independently and as part of a team Strong reading comprehension and verbal skills Experience in operations or as a teaching assistant a plus Capability Requirements Must be able to lift push and pull up to 50 pounds Must be able to go up and down staircases and step ladders as well as use a pallet jack training provided Job performed mostly in a fast paced environment with multiple sources of light and sound Job setting is partially in an office and partially in a warehouse environment Though heated in the winter temperature control is limited in the warehouse Who we are STAR Autism Support SAS is a family owned educational consulting company based in Portland OR SAS provides curriculum materials workshops and training to school and agency staff who work with students with autism and other developmental disabilities Our unique and practical approach provides school districts with curriculum resources and a continuum of professional development activities to address the educational needs of student s early childhood through post secondary throughout the country and internationally At SAS our goal is to cultivate a supportive positive and welcoming work environment where all staff can successfully thrive We value and celebrate equity diversity and inclusion Our vision of equity includes a continuous commitment to becoming an antiracist multicultural organization We strive to provide all employees with a culture of curiosity and continued learning Our company values are listed below Use innovative evidenced based culturally responsive strategies to positively impact our stakeholders including students with autism and educators Practice professional and personal accountability adaptability and respect for others Maintain sustainable growth and long term partnerships with our stakeholders in order to provide equitable services to all The perks of working with us Not only are you helping do good in the world but you will be joining a team of passionate and exceptional people within a casual environment We offer full benefits 401k with matching generous PTO and holidays We also encourage our team to continue their own professional development by helping fund opportunities to do so We are proudly an Equal Opportunity Employer STAR Autism Support SAS is committed to the principles of diversity equity and inclusion DEI We celebrate the differences that make each person unique both at work and in the communities we serve Using evidence based practices we strive every day to make positive educational outcomes accessible to all students and educators This commitment is also foundational to our company culture We acknowledge that research shows that Black Indigenous and people of color BIPOC and women are significantly less likely to apply for some positions believing they must meet every qualification as described in the job description At STAR Autism Support we value representation and we are most interested in finding the best candidate for the job We know that sometimes that candidate may be one who comes from a less traditional background We encourage you to apply even if you don t believe you meet every one of the qualifications described in the job description ,0
Early Childhood Educator (Bilingual English/Spanish),QR Code Link to This Post 43 680 47 840 year 32 HOUR WORK WEEK PILOT September February Are you determined to make your mark by supporting equity balance in a growing community As an Early Childhood Educator you will change future outcomes by positively supporting families and their children during their most formative years Our affordable housing property Plaza Los Robles in Molalla seeks an Early Childhood Educator who is passionate about serving the Latino community Your day to day will include conducting home visits while utilizing the Nurturing Parenting curriculum and collaborating with our other departments to recruit eligible families The Early Childhood Educator must be fluent in Spanish and English to be able to assist our clients fully The work schedule is Monday Thursday 8 am 4 30 pm with the occasional evening or weekend required for special events Hacienda CDC offers a remote hybrid work life balance with two or more days in the office and the flexibility to work from home otherwise This is subject to change to more in person time required depending on the program s needs NOTE TO CANDIDATES Studies have shown that women and people of color are less likely to apply for jobs unless they believe they meet every single one of the qualifications as described in a job description Hacienda CDC is committed to building a diverse and inclusive organization We strongly encourage you to apply even if you don t believe you meet every one of the qualifications as described or if you require a reasonable accommodation to apply for or perform job duties QUALIFICATIONS Bilingual Spanish English required High school GED plus 3 years of relevant experience paid or volunteer or a combination of work experience and college education required One or more years experience working with young children and families in a multicultural setting required Experience working with the Latinx community and knowledge and understanding of Latinx culture is required Certification in Nurturing Parenting or other early childhood education programs highly desired Valid driver s license and access to a car for home visits and other local travel are required Case management experience is a plus Strong interpersonal skills including a high degree of emotional intelligence Ability to form mutually trusting relationships with parents and handle families in crisis Experience with word processing email scheduling and database software HYBRID WORK ENVIRONMENT Hacienda CDC offers a remote hybrid work life balance with two or more days in the office and flexibility to work from home otherwise The work hours are typically Monday through Thursday 32 hour week pilot Sept Feb with flexible start and end times available COVID 19 SAFETY PROGRAM For the health and safety of our employees clients and community Hacienda has implemented a Workplace Infectious Disease Control Policy which includes a variety of safety protocols Hacienda also requires that all employees have received their initial vaccine series at a minimum and strongly encourages booster doses when eligible ABOUT HACIENDA COMMUNITY DEVELOPMENT CORPORATION CDC Hacienda CDC is a Latino led Community Development Corporation that strengthens families by providing affordable housing homeownership support economic advancement and educational opportunities Hacienda CDC was formed in 1986 to provide necessary housing and supportive services in Cully a low income predominantly Latinx community Today we have 9 affordable housing communities with almost 400 homes in North and Northeast Portland and Molalla serving over 1 500 people each year and new affordable homes in development in Cully Gresham and Oregon City We embrace a holistic approach to development and serving Latinos throughout the region with programs in community economic development homeownership and youth and family services Over the last 30 years we have grown to become Oregon s largest Latino led Latino serving housing organization We are a group of dedicated professionals committed to quality outcomes We also value work life balance and self care so that we remain strong and sustainable over the long term PAY The salary and wage ranges that Hacienda advertises for the position mean that the starting pay offered to the candidate will fall somewhere within the range posted We recognize that each candidate brings with them a unique combination of experiences education skills and abilities therefore the offer will be tailored to the individual A bilingual Spanish premium 3 pay increase is available after 90 days upon successful completion of a language assessment BENEFITS Medical HMO POS PPO HDHP options 80 100 of premium paid for employee Dental 100 of premium paid for entire family Vision 32 Hour Work Week Pilot Program Sept Feb full time pay rate based on 40 hours will not be reduced Paid Time Off PTO 3 6 6 6 weeks per year based on seniority 12 paid holidays per year 40I k Plan 2 company match Flexible spending account Health spending account HSA Paid parental leave 6 weeks Tuition Reimbursement Professional Development Laptop Monthly cell phone stipend Long term disability insurance Life insurance Employee Assistance Program Gympass Wellness Program TO APPLY Please submit a resume and cover letter to the link below explaining your interest in the position to us https haciendacdc applytojob com apply nVwse0HOwP Early Childhood Educator source Craigslist HACIENDA CDC is an Equal Opportunity Employer Qualified applicants will be considered without regard to race color religion sex national origin age sexual orientation gender identity marital status veteran status or disability or any other characteristic protected by state federal or local law ,1
Teacher's Assistant (Preschool),QR Code Link to This Post QUALIFICATIONS REQUIREMENTS FOR TEACHER S ASSISTANT POSITION 1 1 years of teaching experience as a preschool teacher s assistant 2 Must have a minimum of 9 units in Early Childhood Education 3 Must be at least 18 years old 4 Fingerprint clearance through Live Scan 5 Current physical and T B test 6 Current C P R and First Aid Certification Responsibilities to include 1 Offer a program that meets the emotional physical intellectual and social needs of both the individual and the group 2 Greet each child in a warm and friendly manner 3 Interact with the children and encourage their involvement in activities 4 Be a positive role model to children 5 Maintain a clean safe caring and healthy environment 6 Assist teacher in planning and submitting weekly lesson plans for Director s approval 7 Prepare and develop daily indoor and outdoor activities 8 To be responsible for the health welfare and safety of children 9 To observe record and report significant individual and group behavior 10 To attend all staff meetings and continually develop skills by attending at least 18 hours of job related training annually 11 To monitor school equipment and supplies keeping check on puzzles and other manipulative materials 12 Participate in all extra curricular activities meetings and programs We offer a great working environment with paid sick time and vacation and holidays and an opportunity for continuing education and growth in the field of Child Development Our competitive starting salary is based on experience and education WHAT TO BRING FOR THE INTERVIEW 1 Copy of resume 2 School transcripts 3 Fingerprint clearance 4 Social Security card and proof of residency HOW TO APPLY Craigslist email above,1
Preschool & Infant/Toddler Teachers Needed,QR Code Link to This Post Great opportunity for YOU We need infant toddler and preschool teachers to join our team Immediate hiring so don t delay Apply today QUALIFICATIONS REQUIREMENTS FOR INFANT TODDLER PRESCHOOL TEACHER POSITION 1 At least 2 years of teaching experience as a preschool or an infant toddler teacher 2 Must have a minimum of 15 units in Early Childhood Education including three units in infant toddler studies 3 Must be at least 18 years old 4 Fingerprint clearance through Live Scan 5 Current physical and T B test 6 Current C P R and First Aid Certification We offer a great working environment with paid vacation and holidays and an opportunity for continuing education and growth in the field of Child Development Our competitive starting salary is based on experience and education WHAT TO BRING FOR THE INTERVIEW 1 Cover letter copy of resume 2 School transcripts 3 Fingerprint clearance 4 Social Security card and proof of residency 5 Photo I D HOW TO APPLY Craigslist email above Phone calls welcome ,1
Preschool Teacher (Pre-K),QR Code Link to This Post King s Kids Preschool Cerritos CA is looking to hire a Preschool Teacher Pre K class at our center who is hardworking nurturing educated experienced creative team players and self motivated We are looking to hire Preschool Teacher Pre K Qualifications 12 units of Early Childhood Education CPR First aid Certification Live scan TB Test At least 1 year experience working with young children Strong communication skills with children parents co workers We offer paid sick time and paid holidays Position to begin January 3 2023 To apply please email your resume We will review and contact you to schedule interviews Thank you for your interest ,1
I Need Someone to play Tennis with | $35/hr,QR Code Link to This Post Hello Im looking for someone to play tennis with on a weekly basis Open to playing at any location near Sherman Oaks Van Nuys This is a great opportunity for college student or someone out of school looking for some extra cash Willing to pay 35 hr maybe 1 5 hour sessions 3 times a week Please text me your name instagram linkedin 310 254 7929 Thanks Keywords tutoring lessons teacher coach,0
1:1 Tutor | Online or In Person | $25-$50/hour,QR Code Link to This Post Tutor Corps was founded in 2002 with the mission of providing exceptional 1 1 tutoring support Today we work with students primarily online and provide tutoring in all K 12 subjects executive functioning coaching learning differences support and standardized test preparation Tutors who work with us have at least one year of tutoring or teaching experience hold a bachelor s degree have superb written and verbal communication skills and can confidently use Zoom and online teaching tools Teaching credentials are a bonus but not required In addition to online tutoring we are also looking to find tutors who can provide 1 1 in person support for students in Los Angeles area school districts particularly for students who are currently out of the classroom for physical or mental health reasons These tutors will support students with their coursework while they are at home or in residential health care settings Why Work With Us Flexible Schedule Earnings We make it easy to earn money while tutoring virtually we send clients to you so you don t have to find them yourself Work 5 25 hours week according to your availability and subject expertise Supplement your income or take on more clients to fill out a robust part time schedule We simplify client acquisition and administrative processes so you can focus on teaching Some longstanding tutors can earn 1 3k per month and all tutors receive regular raises for exceptional performance Work From Home Teach students online remotely from your home through Zoom Expand your client base to include students from around the country We send physical learning materials to your and your students doorstep in order to make learning truly hands on and collaborative We treat our instructors with the utmost care and offer unparalleled professional development and support check out our Glassdoor Reviews Make A Difference We re passionate about providing students with a holistic personalized 1 1 academic experience Get paired with students who are the exact right fit for you via our handpicked matching process Tailor your teaching to each student s individual needs no cookie cutter curriculum to follow Collaborate with our team and other teaching professionals to get new tips and ideas for effective tutoring and mentorship Work with a diverse student population which includes private clients scholarship recipients and school district partnership students who receive tutoring at no cost to their family Apply online at www tutorcorps com jobs Know someone who would be the perfect tutor for our team Please share this job ad A non exhaustive list of subjects we tutor K 8 math high level math pre algebra through AP calculus K 8 science high level science including AP Chemistry AP Physics and AP Biology early reading and literacy K 8 English language arts high level writing grammar instruction computer science history including AP US History and AP US Government social studies including AP Economics SAT ACT SSAT ISEE HSPT and other standardized test prep study skills executive functioning coaching learning differences support ADHD dyslexia dysgraphia dyscalculia autism support for academic anxiety and more French Spanish German Mandarin and more Tutor Corps is an equal opportunity employer We are committed to hiring a diverse team of educators Employment is not determined on the basis of race religion color national origin gender sexual orientation age marital status veteran status disability status or any other characteristic protected by law ,1
Office Assistant Manager / Coordinator at a School,QR Code Link to This Post Mission and Vision IVA High s mission is to develop the intellectual virtues within our learners and facilitators qualities that foster critical thought creative problem solving and self directed growth in a thoughtful challenging and supportive academic environment We equip our students for the opportunities and challenges of college career and beyond through innovative passion driven arts integrated projects Our virtues include traits like open mindedness curiosity tenacity and humility and are woven throughout all we do For more detailed information please see our website www academylongbeach org Our Staff and Community Our staff is a critical part of providing a supportive and challenging education Our teachers are highly qualified come from diverse backgrounds and approach learning with enthusiasm We value relationships as an important component to school culture and collaboration and see teachers as partners in all aspects of our community We provide an energetic entrepreneurial and thoughtful organization dedicated to growth of each of its students and its staff Our staff works collaboratively with one another and provides a cross curricular approach to teaching and learning IVA High is a highly collaborative joyful community where every student is known well and appreciated for their unique attributes We partner with intellectual character experts from Boston University Harvard University Calvin College Loyola Marymount University and Biola University which provides research for professional development progressive instructional tools and assessments We are committed to instilling in our students a love for learning and an appreciation for intelligence in its multiple forms Our talented faculty provides an outstanding educational experience that equips students with a strong academic foundation and valuable life skills We employ a constructivist philosophy to allow students to continually reflect on their own learning pose their own questions and pursue answers in a structured but personalized environment Job Description Facilities Operations 10 Oversee office staff Coordinate facilities projects and requests e g space allocations and renovations room changes furniture orders Coordinate summer cleaning maintenance and renewal projects for the new year Develop facility maintenance plans and schedules Manage maintenance janitorial and pest control services Assist procurement and construction of buildouts or new facilities if applicable School Operations 20 Oversee student record keeping student information and attendance reporting Assist with student application process lottery and enrollment and ensure that procedures are compliant Oversee and assist with student supervision including arrival dismissal lunch and break Coordinate all special student events such as field trips in school fundraising and assemblies Oversee school risk management including health safety emergency plans and student insurance Efficiently implement all daily non instructional operations including office supplies and organization Supervises school operations staff including front office reception food service and maintenance Ensure all policies logistical procedures handbooks and programs address the safety of students and staff Oversee distributions of all necessary student family packets and other communications in coordination with Outreach Coordinator Implement efficient operational systems and office procedures Manage food service personnel vendors food program documentation compliance reimbursement payment system safety and quality controls Manage vendor relationship with transportation services Assist with logistics of professional development orientations information nights and other events Compliance 20 Assist Founding Director in drafting reports Manage compliance calendar Human Resources 20 Support onboarding and off boarding procedures including offer letters employee keys equipment orientation systems access Research prepare and manage benefits packages leaves of absence PTO and workers compensation Support hiring process Ensure clear and consistent communication regarding HR policies and practices Manage employment contract renewals Manage employee records and personnel information Ensure legal compliance Process payroll and hourly timesheets Covid Testing and Planning 10 Develop a plan in August for asymptomatic testing for staff and students This includes vendor relations contracting training and logistics Communicate with families and document vaccinations and how it affects testing program prior to school opening Student Recruitment 10 Assist Outreach Coordinator to recruit new students and existing IVA middle school students for enrollment in high school especially with under served populations Facilitate teacher staff and administrator recruitment Follow marketing strategy including with respect to branding website and digital and social media Attend middle schools and community events Assist Outreach Coordinator with the implementation of workshops tours orientations presentations and other events Budgeting and Finance 10 Oversee finance clerk Implement school s budgeting process Assist school leadership in understanding and maintaining accurate financial and grant records Ensure fiscal policy compliance Follow purchase and requisition and purchase order processes ensuring timely payment of bills within established budgets and accounting procedures Track inventory and capital assets Generate reports as needed Other duties as directed Schoolwide and Intellectual Virtues Model Responsibilities Develop a firm understanding of IVA s nine master virtues Develop a firm understanding of and systematically implement the core principles and practices involved with an intellectual virtues educational model including using inquiry and dialogue based instructional methodologies Participate in ongoing professional development aimed at better understanding and practicing an intellectual virtues approach to education Engage in ongoing self reflection and self assessment aimed at his her own growth in intellectual virtues Model the nine master virtues in all interactions with students and other stakeholders Leads 1 2 weekly student advisories Position s Open We are looking for an office manager assistant office manager assistant clerk level positions Level dependent on experience and qualifications Qualifications Candidates need to be comfortable using technology Google Classroom Google Calendar email and google documents Must be fluent in Microsoft Office PowerPoint and Excel Possibility of online textbooks depending on course Candidate will need to be able to work in a fast paced environment be flexible with the needs of the school balance responsibilities be resourceful problem solve be an active and approachable member of the school community collaborate with staff and be passionate about working with urban high needs students and families The ideal candidate will possess outstanding written and verbal communication skills Bilingual candidates are highly desirable Interested in the Position Please email resume and cover letter only Equal Opportunity Employer The Academy seeks a staff that reflects the broad range of diversity We actively support equal opportunity for all people and encourage people of color and LGBTQ candidates to apply We are committed to enriching our community by promoting racial ethnic sexual orientation and socio economic diversity We are an equal opportunity employer The Academy does not discriminate on the basis of race color religion gender or sexual orientation in its hiring practices or administration of its educational policies or school programs Physical Demands Spends the majority of the day in the office Support staff must be able to move through the classroom and office and be able to maneuver in tight spaces between desks Dealing with students can entail positioning the body to enable you to be on a face to face level with the student on an occasional to frequent basis on a given day Must be able to use the chalkboard or whiteboard occasionally Work Environment This position works in a variety of settings including open office classrooms outside establishments such as coffee shops and outdoors These settings may experience heat or cold extremes as well as fumes odors dust with noise level at moderate to loud Right to Revise This job description is not meant to be all inclusive and the Founding Director or other directors reserves the right to revise this job description as necessary without advance notice The statements herein are intended to describe the general nature and level of work being performed by employees and are not to be construed as an exhaustive list of responsibilities duties and skills required of personnel so classified Furthermore they do not establish a contract for employment and are subject to change at the discretion of the employer without notice ,0
